Expected,Predicted,LIME explanations
8,7.1,"[('alcohol > 0.72', 0.727156862789821), ('free sulfur dioxide <= -0.71', -0.23822661694364256), ('residual sugar <= -0.93', -0.10559293991961691), ('-0.18 < volatile acidity <= 0.42', -0.09713708932335756), ('fixed acidity > 0.52', -0.086014736202042), ('density <= -0.76', 0.07988526855601766)]"
6,5.94,"[('alcohol > 0.72', 0.6960052185535078), ('free sulfur dioxide <= -0.71', -0.22401057194345778), ('-0.18 < volatile acidity <= 0.42', -0.12126174962610967), ('residual sugar <= -0.93', -0.10253758706050166), ('fixed acidity > 0.52', -0.10116398240764875), ('density <= -0.76', 0.055828333590680686)]"
7,6.96,"[('alcohol > 0.72', 0.7186338444831203), ('free sulfur dioxide <= -0.71', -0.23911404764779126), ('residual sugar <= -0.93', -0.10875635405243204), ('-0.18 < volatile acidity <= 0.42', -0.09429402154739178), ('density <= -0.76', 0.09195180108614327), ('fixed acidity > 0.52', -0.08804881511523754)]"
6,6.04,"[('alcohol > 0.72', 0.7003469113368747), ('free sulfur dioxide <= -0.71', -0.2342812397881624), ('residual sugar <= -0.93', -0.13600054113154636), ('-0.18 < volatile acidity <= 0.42', -0.1323337319670976), ('fixed acidity > 0.52', -0.08544384417176), ('density <= -0.76', 0.06894682619397684)]"
7,6.82,"[('alcohol > 0.72', 0.7123772327260697), ('free sulfur dioxide <= -0.71', -0.25644007056605317), ('residual sugar <= -0.93', -0.12465052607158518), ('-0.18 < volatile acidity <= 0.42', -0.12206038737905564), ('fixed acidity > 0.52', -0.09478979548268113), ('density <= -0.76', 0.06544131280107751)]"
6,6.6,"[('alcohol > 0.72', 0.706807984784388), ('free sulfur dioxide <= -0.71', -0.21903398233586382), ('-0.18 < volatile acidity <= 0.42', -0.1260629839551683), ('residual sugar <= -0.93', -0.12289953660354475), ('fixed acidity > 0.52', -0.09971603809569168), ('density <= -0.76', 0.09731272366198807)]"
6,6.22,"[('alcohol > 0.72', 0.7006893263089616), ('free sulfur dioxide <= -0.71', -0.2261559953152151), ('-0.18 < volatile acidity <= 0.42', -0.12435523113042979), ('residual sugar <= -0.93', -0.10757320155166997), ('density <= -0.76', 0.10623387300010169), ('fixed acidity > 0.52', -0.0790673853660933)]"
7,6.96,"[('alcohol > 0.72', 0.7093959355418351), ('free sulfur dioxide <= -0.71', -0.2523277993732323), ('-0.18 < volatile acidity <= 0.42', -0.1269303917310612), ('residual sugar <= -0.93', -0.1204302890456344), ('fixed acidity > 0.52', -0.09775260924660524), ('density <= -0.76', 0.06942671473034774)]"
6,6.86,"[('alcohol > 0.72', 0.7091162674052927), ('free sulfur dioxide <= -0.71', -0.22023353839698898), ('residual sugar <= -0.93', -0.11865514640736272), ('-0.18 < volatile acidity <= 0.42', -0.09791177070177341), ('fixed acidity > 0.52', -0.09205861122070716), ('density <= -0.76', 0.08406623431641193)]"
6,6.16,"[('alcohol > 0.72', 0.7173546632124533), ('free sulfur dioxide <= -0.71', -0.26461287622382695), ('-0.18 < volatile acidity <= 0.42', -0.11703393894380576), ('residual sugar <= -0.93', -0.0993424213372527), ('fixed acidity > 0.52', -0.09126325024549575), ('density <= -0.76', 0.06768993538997364)]"
6,6.16,"[('alcohol > 0.72', 0.6972963199357834), ('free sulfur dioxide <= -0.71', -0.26051907974554483), ('residual sugar <= -0.93', -0.121436430272717), ('fixed acidity > 0.52', -0.10321027181860279), ('-0.18 < volatile acidity <= 0.42', -0.10209559033689172), ('density <= -0.76', 0.08934375071584091)]"
5,6.16,"[('alcohol > 0.72', 0.7102426249967229), ('free sulfur dioxide <= -0.71', -0.2321083371742825), ('residual sugar <= -0.93', -0.11387635644589164), ('-0.18 < volatile acidity <= 0.42', -0.11359162553166414), ('density <= -0.76', 0.08562623873027236), ('fixed acidity > 0.52', -0.07970773438795414)]"
5,6.66,"[('alcohol > 0.72', 0.7061856850784372), ('free sulfur dioxide <= -0.71', -0.236695153932562), ('residual sugar <= -0.93', -0.11653602894250477), ('-0.18 < volatile acidity <= 0.42', -0.10706609621620565), ('fixed acidity > 0.52', -0.07221907173274014), ('density <= -0.76', 0.0606879563631861)]"
8,6.74,"[('alcohol > 0.72', 0.7112712551812691), ('free sulfur dioxide <= -0.71', -0.2519595925225211), ('-0.18 < volatile acidity <= 0.42', -0.11486543549718385), ('fixed acidity > 0.52', -0.10068084592283051), ('residual sugar <= -0.93', -0.09273523665550105), ('density <= -0.76', 0.0718651251154445)]"
8,6.74,"[('alcohol > 0.72', 0.701396769943793), ('free sulfur dioxide <= -0.71', -0.2302372802913754), ('-0.18 < volatile acidity <= 0.42', -0.11784572335646382), ('residual sugar <= -0.93', -0.11105104338084877), ('fixed acidity > 0.52', -0.09603827745245481), ('density <= -0.76', 0.0895762461486773)]"
5,6.6,"[('alcohol > 0.72', 0.6965071498454377), ('free sulfur dioxide <= -0.71', -0.2569164342353317), ('residual sugar <= -0.93', -0.14527353239363938), ('fixed acidity > 0.52', -0.10719801335665245), ('-0.18 < volatile acidity <= 0.42', -0.08929115197747678), ('density <= -0.76', 0.0741886695302784)]"
6,6.1,"[('alcohol > 0.72', 0.699058384490616), ('free sulfur dioxide <= -0.71', -0.26207197318096287), ('residual sugar <= -0.93', -0.11368425315891427), ('-0.18 < volatile acidity <= 0.42', -0.11347243855473893), ('fixed acidity > 0.52', -0.10582441899234517), ('density <= -0.76', 0.0829568013836593)]"
3,5.98,"[('alcohol > 0.72', 0.6957426537022364), ('free sulfur dioxide <= -0.71', -0.24287281691717552), ('-0.18 < volatile acidity <= 0.42', -0.12603065935617067), ('residual sugar <= -0.93', -0.11148797694163601), ('fixed acidity > 0.52', -0.09430786273800609), ('density <= -0.76', 0.08915130521426101)]"
6,5.48,"[('alcohol > 0.72', 0.7024368029910648), ('free sulfur dioxide <= -0.71', -0.23719292375967285), ('residual sugar <= -0.93', -0.12251274626779911), ('-0.18 < volatile acidity <= 0.42', -0.11861186226035823), ('fixed acidity > 0.52', -0.09011723853946153), ('density <= -0.76', 0.06519858481971634)]"
6,6.06,"[('alcohol > 0.72', 0.7208640006443905), ('free sulfur dioxide <= -0.71', -0.2526244709270322), ('residual sugar <= -0.93', -0.1288270098794864), ('-0.18 < volatile acidity <= 0.42', -0.10817457078544773), ('fixed acidity > 0.52', -0.0942012533258925), ('density <= -0.76', 0.0806044266083584)]"
7,6.38,"[('alcohol > 0.72', 0.7127603020074715), ('free sulfur dioxide <= -0.71', -0.25185920465583356), ('-0.18 < volatile acidity <= 0.42', -0.11822526999061414), ('residual sugar <= -0.93', -0.10887976940642281), ('density <= -0.76', 0.08555380503987964), ('fixed acidity > 0.52', -0.0853578835216163)]"
6,5.38,"[('alcohol > 0.72', 0.7158263894653343), ('free sulfur dioxide <= -0.71', -0.2423590561107635), ('residual sugar <= -0.93', -0.12251966102674534), ('-0.18 < volatile acidity <= 0.42', -0.09839838919864691), ('fixed acidity > 0.52', -0.08975934314028625), ('density <= -0.76', 0.06727133806048027)]"
6,6.16,"[('alcohol > 0.72', 0.7114194028495159), ('free sulfur dioxide <= -0.71', -0.2442237891498627), ('residual sugar <= -0.93', -0.12418139252536668), ('-0.18 < volatile acidity <= 0.42', -0.10160537579216974), ('fixed acidity > 0.52', -0.09625475400162692), ('density <= -0.76', 0.07810889043403557)]"
6,5.82,"[('alcohol > 0.72', 0.7069631581195515), ('free sulfur dioxide <= -0.71', -0.22917253931633408), ('residual sugar <= -0.93', -0.10553119941403301), ('density <= -0.76', 0.10295893990003287), ('-0.18 < volatile acidity <= 0.42', -0.10156644692079449), ('fixed acidity > 0.52', -0.0861592429492733)]"
4,5.6,"[('alcohol > 0.72', 0.7120736076715648), ('free sulfur dioxide <= -0.71', -0.22996682090228004), ('-0.18 < volatile acidity <= 0.42', -0.12818408946976412), ('residual sugar <= -0.93', -0.11693047361409571), ('fixed acidity > 0.52', -0.06618596863431894), ('density <= -0.76', 0.06290586400627449)]"
6,5.4,"[('alcohol > 0.72', 0.7004935002224764), ('free sulfur dioxide <= -0.71', -0.22232941678099186), ('residual sugar <= -0.93', -0.11507340813441519), ('-0.18 < volatile acidity <= 0.42', -0.11087525407102507), ('fixed acidity > 0.52', -0.09116388709849363), ('density <= -0.76', 0.06892514143731834)]"
6,6.52,"[('alcohol > 0.72', 0.7093051918864682), ('free sulfur dioxide <= -0.71', -0.2692703277765943), ('residual sugar <= -0.93', -0.11861469615330363), ('-0.18 < volatile acidity <= 0.42', -0.11581770147437832), ('fixed acidity > 0.52', -0.09042690486457579), ('density <= -0.76', 0.08549857511104161)]"
6,6.52,"[('alcohol > 0.72', 0.703187601925625), ('free sulfur dioxide <= -0.71', -0.2356689387758279), ('residual sugar <= -0.93', -0.130444292933156), ('-0.18 < volatile acidity <= 0.42', -0.12583494651323707), ('density <= -0.76', 0.08879569543667133), ('fixed acidity > 0.52', -0.08261609527403838)]"
7,6.6,"[('alcohol > 0.72', 0.7198901863482312), ('free sulfur dioxide <= -0.71', -0.244938505925882), ('-0.18 < volatile acidity <= 0.42', -0.11878250147397909), ('residual sugar <= -0.93', -0.10129069236210154), ('fixed acidity > 0.52', -0.09711023052132414), ('density <= -0.76', 0.07230897822507285)]"
5,6.02,"[('alcohol > 0.72', 0.7011012609047153), ('free sulfur dioxide <= -0.71', -0.24379797189297842), ('residual sugar <= -0.93', -0.131647179609452), ('-0.18 < volatile acidity <= 0.42', -0.09562348203664468), ('fixed acidity > 0.52', -0.08074354956551605), ('density <= -0.76', 0.0797232624664632)]"
5,5.88,"[('alcohol > 0.72', 0.7031543362927465), ('free sulfur dioxide <= -0.71', -0.2209560387629922), ('-0.18 < volatile acidity <= 0.42', -0.11849403121729515), ('residual sugar <= -0.93', -0.10082486742105984), ('density <= -0.76', 0.07748630355915578), ('fixed acidity > 0.52', -0.06761348739650738)]"
6,6.32,"[('alcohol > 0.72', 0.692746958564647), ('free sulfur dioxide <= -0.71', -0.2460545722294843), ('-0.18 < volatile acidity <= 0.42', -0.11178584044390691), ('residual sugar <= -0.93', -0.09691270720957826), ('density <= -0.76', 0.08568777829970767), ('fixed acidity > 0.52', -0.07887067445926012)]"
6,6.72,"[('alcohol > 0.72', 0.6930472950595808), ('free sulfur dioxide <= -0.71', -0.23205297973244435), ('residual sugar <= -0.93', -0.10642328382391297), ('-0.18 < volatile acidity <= 0.42', -0.10237833899043053), ('fixed acidity > 0.52', -0.09698950421572203), ('density <= -0.76', 0.0809363167505183)]"
5,6.6,"[('alcohol > 0.72', 0.6839671953531488), ('free sulfur dioxide <= -0.71', -0.23802848340553792), ('residual sugar <= -0.93', -0.12623454696571731), ('-0.18 < volatile acidity <= 0.42', -0.1049724277582528), ('fixed acidity > 0.52', -0.08769521215151432), ('density <= -0.76', 0.06798457654211665)]"
6,6.36,"[('alcohol > 0.72', 0.7161975305463744), ('free sulfur dioxide <= -0.71', -0.24463573838674404), ('residual sugar <= -0.93', -0.1251371122884727), ('fixed acidity > 0.52', -0.08452608949559373), ('density <= -0.76', 0.08132595068916725), ('-0.18 < volatile acidity <= 0.42', -0.07948111001597545)]"
6,6.1,"[('alcohol > 0.72', 0.7107376366874849), ('free sulfur dioxide <= -0.71', -0.22951650743487664), ('-0.18 < volatile acidity <= 0.42', -0.111438723883116), ('residual sugar <= -0.93', -0.10133367881442407), ('density <= -0.76', 0.08593594421996133), ('fixed acidity > 0.52', -0.08516668933416251)]"
5,6.6,"[('alcohol > 0.72', 0.7072537162042539), ('free sulfur dioxide <= -0.71', -0.20271839670428077), ('residual sugar <= -0.93', -0.11983310118658602), ('-0.18 < volatile acidity <= 0.42', -0.10264931359266599), ('fixed acidity > 0.52', -0.09525839784032546), ('density <= -0.76', 0.06576419189418455)]"
6,5.86,"[('alcohol > 0.72', 0.7023068947016999), ('free sulfur dioxide <= -0.71', -0.23733941619490342), ('-0.18 < volatile acidity <= 0.42', -0.11929429623044181), ('residual sugar <= -0.93', -0.11884655175297865), ('fixed acidity > 0.52', -0.09495957118537185), ('density <= -0.76', 0.08175918298459685)]"
6,5.86,"[('alcohol > 0.72', 0.7019595277838343), ('free sulfur dioxide <= -0.71', -0.2204286159966113), ('residual sugar <= -0.93', -0.12002221501608755), ('-0.18 < volatile acidity <= 0.42', -0.09171917084953386), ('fixed acidity > 0.52', -0.08583636658569091), ('density <= -0.76', 0.07728687542335654)]"
6,6.68,"[('alcohol > 0.72', 0.7027514289737887), ('free sulfur dioxide <= -0.71', -0.24104649237732637), ('-0.18 < volatile acidity <= 0.42', -0.12192678012952371), ('residual sugar <= -0.93', -0.11303282157731134), ('fixed acidity > 0.52', -0.07587230137653879), ('density <= -0.76', 0.06485838701421713)]"
7,6.9,"[('alcohol > 0.72', 0.7125971584499171), ('free sulfur dioxide <= -0.71', -0.24926082617332332), ('residual sugar <= -0.93', -0.11539918796829501), ('-0.18 < volatile acidity <= 0.42', -0.10463654118890188), ('density <= -0.76', 0.07712783295495688), ('fixed acidity > 0.52', -0.06949631518989101)]"
6,5.96,"[('alcohol > 0.72', 0.7152487748179692), ('free sulfur dioxide <= -0.71', -0.23419316936244866), ('-0.18 < volatile acidity <= 0.42', -0.11583251701380146), ('residual sugar <= -0.93', -0.09242191056177927), ('fixed acidity > 0.52', -0.07380400137819566), ('density <= -0.76', 0.061298673203283645)]"
4,5.24,"[('alcohol > 0.72', 0.7040949030502391), ('free sulfur dioxide <= -0.71', -0.23562292055141543), ('residual sugar <= -0.93', -0.11740660698451638), ('-0.18 < volatile acidity <= 0.42', -0.10554804567116832), ('fixed acidity > 0.52', -0.08805769972929324), ('density <= -0.76', 0.08213885182530765)]"
7,6.44,"[('alcohol > 0.72', 0.7248245381045353), ('free sulfur dioxide <= -0.71', -0.2329848795924164), ('-0.18 < volatile acidity <= 0.42', -0.11224751891439673), ('residual sugar <= -0.93', -0.1037473058313609), ('density <= -0.76', 0.08170202981338913), ('fixed acidity > 0.52', -0.08057900935785879)]"
5,5.86,"[('alcohol > 0.72', 0.7271689520719721), ('free sulfur dioxide <= -0.71', -0.2587924788119512), ('residual sugar <= -0.93', -0.10564484152823131), ('-0.18 < volatile acidity <= 0.42', -0.10216025458343697), ('fixed acidity > 0.52', -0.09187579513136779), ('density <= -0.76', 0.0517387753005826)]"
7,6.72,"[('alcohol > 0.72', 0.6993414473268648), ('free sulfur dioxide <= -0.71', -0.25322365483956344), ('-0.18 < volatile acidity <= 0.42', -0.11180223893002257), ('residual sugar <= -0.93', -0.1012956655603469), ('fixed acidity > 0.52', -0.09705076901448763), ('-0.05 < pH <= 0.61', -0.05669085840569781)]"
6,6.22,"[('alcohol > 0.72', 0.6960160913894374), ('free sulfur dioxide <= -0.71', -0.2331047249541666), ('residual sugar <= -0.93', -0.11877124054437928), ('-0.18 < volatile acidity <= 0.42', -0.10911357743494142), ('fixed acidity > 0.52', -0.09529827141054689), ('density <= -0.76', 0.06780280618198496)]"
5,5.62,"[('alcohol > 0.72', 0.7101889165956329), ('free sulfur dioxide <= -0.71', -0.24285133813203177), ('residual sugar <= -0.93', -0.11842039304317926), ('-0.18 < volatile acidity <= 0.42', -0.09850889716211628), ('fixed acidity > 0.52', -0.08730982344978387), ('density <= -0.76', 0.08044868753503714)]"
7,7.0,"[('alcohol > 0.72', 0.7037321376322055), ('free sulfur dioxide <= -0.71', -0.22668451094927913), ('residual sugar <= -0.93', -0.10780702805661432), ('-0.18 < volatile acidity <= 0.42', -0.10005152080886619), ('fixed acidity > 0.52', -0.07732639943860603), ('density <= -0.76', 0.07656065252885498)]"
5,6.22,"[('alcohol > 0.72', 0.6953756870785388), ('free sulfur dioxide <= -0.71', -0.2476656478545805), ('-0.18 < volatile acidity <= 0.42', -0.11123712142225078), ('residual sugar <= -0.93', -0.110704006336156), ('fixed acidity > 0.52', -0.09361364415732927), ('density <= -0.76', 0.07757624372295022)]"
6,6.46,"[('alcohol > 0.72', 0.6992003411750768), ('free sulfur dioxide <= -0.71', -0.22652347835533596), ('-0.18 < volatile acidity <= 0.42', -0.12441267985447955), ('fixed acidity > 0.52', -0.10970703803897508), ('residual sugar <= -0.93', -0.1009728779837217), ('density <= -0.76', 0.08219214178696607)]"
5,6.34,"[('alcohol > 0.72', 0.7036534770576136), ('free sulfur dioxide <= -0.71', -0.24069971878320703), ('-0.18 < volatile acidity <= 0.42', -0.130259351706526), ('residual sugar <= -0.93', -0.12043319118332448), ('fixed acidity > 0.52', -0.09540540894299954), ('density <= -0.76', 0.056852181136467665)]"
7,6.8,"[('alcohol > 0.72', 0.7028689889905458), ('free sulfur dioxide <= -0.71', -0.24376332672987464), ('-0.18 < volatile acidity <= 0.42', -0.11924488949449207), ('residual sugar <= -0.93', -0.11831263016475399), ('density <= -0.76', 0.08258856285322201), ('fixed acidity > 0.52', -0.07517222548610332)]"
6,6.5,"[('alcohol > 0.72', 0.706097885051578), ('free sulfur dioxide <= -0.71', -0.2384946960817925), ('-0.18 < volatile acidity <= 0.42', -0.10603285044584013), ('residual sugar <= -0.93', -0.10395876312463027), ('fixed acidity > 0.52', -0.09968188196595353), ('density <= -0.76', 0.08062351118494486)]"
6,6.12,"[('alcohol > 0.72', 0.6998007045972611), ('free sulfur dioxide <= -0.71', -0.24970829890611612), ('residual sugar <= -0.93', -0.11093353980803722), ('-0.18 < volatile acidity <= 0.42', -0.10279773406428025), ('fixed acidity > 0.52', -0.0771630197072566), ('density <= -0.76', 0.05941279348106945)]"
6,5.34,"[('alcohol > 0.72', 0.7028120366503164), ('free sulfur dioxide <= -0.71', -0.23438328996498609), ('residual sugar <= -0.93', -0.11711747218046568), ('-0.18 < volatile acidity <= 0.42', -0.10059599329276898), ('density <= -0.76', 0.08604556420003416), ('fixed acidity > 0.52', -0.07605728979718179)]"
5,6.4,"[('alcohol > 0.72', 0.7093622907320783), ('free sulfur dioxide <= -0.71', -0.25028298604178356), ('residual sugar <= -0.93', -0.11800942828642814), ('-0.18 < volatile acidity <= 0.42', -0.10635529591006648), ('fixed acidity > 0.52', -0.09680361067446833), ('density <= -0.76', 0.09482584441442234)]"
7,6.72,"[('alcohol > 0.72', 0.7090904673136786), ('free sulfur dioxide <= -0.71', -0.2529103330391936), ('residual sugar <= -0.93', -0.11802222579457039), ('-0.18 < volatile acidity <= 0.42', -0.09789082282463821), ('fixed acidity > 0.52', -0.08350347142196611), ('density <= -0.76', 0.07526957126349515)]"
6,6.36,"[('alcohol > 0.72', 0.710944996348273), ('free sulfur dioxide <= -0.71', -0.2283190985674014), ('-0.18 < volatile acidity <= 0.42', -0.1267213116954951), ('residual sugar <= -0.93', -0.11690993399378835), ('fixed acidity > 0.52', -0.07340050762052842), ('density <= -0.76', 0.0606604185295066)]"
